precio,superficie,baños,habitaciones,precio/metro,Barrio
2.000,100,2,3,20,L'Antiga Esquerra de l'Eixample 
1.200,75,2,2,16,La Dreta de l'Eixample 
2.500,100,2,2,25,La Dreta de l'Eixample 
5.794,100,2,2,58,La Dreta de l'Eixample 
800,75,1,4,11,La Nova Esquerra de l'Eixample 
985,90,2,3,11,El Fort Pienc 
1.250,93,1,4,13,La Sagrada Família 
2.300,105,2,3,22,La Nova Esquerra de l'Eixample 
1.600,140,2,4,11,L'Antiga Esquerra de l'Eixample 
1.200,103,2,3,12,L'Antiga Esquerra de l'Eixample 
1.350,111,2,4,12,La Nova Esquerra de l'Eixample 
1.300,44,1,1,30,La Dreta de l'Eixample 
1.100,65,1,2,17,L'Antiga Esquerra de l'Eixample 
1.250,85,1,3,15,L'Antiga Esquerra de l'Eixample 
900,80,2,2,11,Sant Antoni 
1.600,70,1,2,23,La Dreta de l'Eixample 
990,68,1,3,15,La Nova Esquerra de l'Eixample 
1.326,53,1,1,25,La Dreta de l'Eixample 
950,70,1,4,14,L'Antiga Esquerra de l'Eixample 
890,65,1,3,14,El Fort Pienc 
1.275,90,1,3,14,La Sagrada Família 
2.300,120,2,2,19,La Dreta de l'Eixample 
1.700,105,2,2,16,El Fort Pienc 
1.000,120,2,3,8,La Nova Esquerra de l'Eixample 
1.100,93,2,3,12,La Dreta de l'Eixample 
1.050,85,1,1,12,Sant Antoni 
2.000,170,3,6,12,La Dreta de l'Eixample 
1.450,80,2,2,18,El Fort Pienc 
1.100,104,1,4,11,Sant Antoni 
1.500,119,3,2,13,Sant Antoni 
1.150,75,1,1,15,La Dreta de l'Eixample 
2.000,100,1,1,20,La Dreta de l'Eixample 
1.050,65,1,3,16,La Sagrada Família 
2.300,153,2,7,15,La Dreta de l'Eixample 
1.010,82,1,2,12,La Nova Esquerra de l'Eixample 
1.200,71,1,2,17,La Sagrada Família 
1.090,73,1,3,15,La Nova Esquerra de l'Eixample 
2.000,100,2,2,20,La Dreta de l'Eixample 
1.600,120,2,2,13,L'Antiga Esquerra de l'Eixample 
1.700,86,1,2,20,La Dreta de l'Eixample 
1.800,92,1,2,20,La Dreta de l'Eixample 
875,75,1,2,12,La Dreta de l'Eixample 
2.590,120,2,2,22,L'Antiga Esquerra de l'Eixample 
1.400,87,2,3,16,La Nova Esquerra de l'Eixample 
1.200,95,2,4,13,La Sagrada Família 
1.000,65,2,3,15,Sant Antoni 
1.700,100,2,3,17,L'Antiga Esquerra de l'Eixample 
1.400,100,2,4,14,El Fort Pienc 
620,30,1,1,21,La Dreta de l'Eixample 
3.000,170,2,2,18,La Dreta de l'Eixample 
1.400,145,2,5,10,La Dreta de l'Eixample 
1.100,57,2,1,19,L'Antiga Esquerra de l'Eixample 
1.100,85,1,3,13,La Nova Esquerra de l'Eixample 
900,65,1,2,14,L'Antiga Esquerra de l'Eixample 
1.990,177,2,4,11,La Dreta de l'Eixample 
2.000,105,2,3,19,La Dreta de l'Eixample 
2.000,80,2,3,25,La Dreta de l'Eixample 
1.150,60,1,2,19,La Nova Esquerra de l'Eixample 
1.800,102,2,2,18,La Dreta de l'Eixample 
1.530,116,2,3,13,El Fort Pienc 
2.200,100,2,2,22,La Dreta de l'Eixample 
4.500,220,3,4,20,La Dreta de l'Eixample 
1.250,83,2,3,15,Sant Antoni 
2.200,160,2,3,14,La Dreta de l'Eixample 
1.600,110,2,4,15,Sant Antoni 
1.100,85,1,4,13,La Sagrada Família 
950,84,1,3,11,La Nova Esquerra de l'Eixample 
1.650,129,2,4,13,La Sagrada Família 
1.790,247,2,4,7,L'Antiga Esquerra de l'Eixample 
850,51,1,2,17,L'Antiga Esquerra de l'Eixample 
1.250,80,2,2,16,La Dreta de l'Eixample 
1.600,80,2,3,20,El Fort Pienc 
1.600,58,1,2,28,L'Antiga Esquerra de l'Eixample 
1.200,115,2,4,10,La Sagrada Família 
900,85,1,4,11,La Sagrada Família 
825,85,1,3,10,El Fort Pienc 
2.000,150,2,3,13,La Dreta de l'Eixample 
694,29,1,2,24,La Sagrada Família 
1.500,114,2,4,13,L'Antiga Esquerra de l'Eixample 
1.200,140,2,4,9,La Nova Esquerra de l'Eixample 
1.160,86,2,3,13,La Dreta de l'Eixample 
1.350,59,1,1,23,La Sagrada Família 
725,53,1,2,14,La Dreta de l'Eixample 
980,70,1,2,14,L'Antiga Esquerra de l'Eixample 
1.200,110,2,4,11,La Sagrada Família 
1.700,124,2,4,14,La Nova Esquerra de l'Eixample 
3.500,340,3,6,10,La Dreta de l'Eixample 
1.300,90,2,4,14,La Nova Esquerra de l'Eixample 
1.900,90,2,2,21,La Dreta de l'Eixample 
2.900,260,3,6,11,La Dreta de l'Eixample 
1.050,65,1,2,16,La Sagrada Família 
2.500,90,2,2,28,La Dreta de l'Eixample 
1.200,92,1,3,13,La Dreta de l'Eixample 
1.090,93,1,4,12,La Nova Esquerra de l'Eixample 
1.500,67,2,3,22,La Dreta de l'Eixample 
1.380,100,2,4,14,La Nova Esquerra de l'Eixample 
1.150,75,2,3,15,La Nova Esquerra de l'Eixample 
2.800,75,2,2,37,La Dreta de l'Eixample 
1.200,71,2,4,17,L'Antiga Esquerra de l'Eixample 
1.150,69,2,1,17,La Dreta de l'Eixample 
1.383,70,1,2,20,La Dreta de l'Eixample 
700,55,1,1,13,La Nova Esquerra de l'Eixample 
1.500,140,1,4,11,L'Antiga Esquerra de l'Eixample 
950,46,1,2,21,La Dreta de l'Eixample 
1.420,142,2,4,10,Sant Antoni 
1.250,90,2,4,14,L'Antiga Esquerra de l'Eixample 
2.950,201,2,5,15,La Dreta de l'Eixample 
1.650,80,2,3,21,La Sagrada Família 
1.095,43,1,2,25,El Fort Pienc 
1.400,57,1,1,25,La Dreta de l'Eixample 
1.150,120,2,3,10,La Dreta de l'Eixample 
1.800,130,2,1,14,La Dreta de l'Eixample 
1.600,141,2,3,11,La Dreta de l'Eixample 
850,78,1,2,11,La Sagrada Família 
2.800,150,2,2,19,La Dreta de l'Eixample 
2.200,379,2,3,6,La Dreta de l'Eixample 
1.350,50,1,2,27,La Sagrada Família 
1.150,55,1,1,21,La Dreta de l'Eixample 
1.700,80,1,3,21,L'Antiga Esquerra de l'Eixample 
1.450,80,1,2,18,L'Antiga Esquerra de l'Eixample 
1.225,50,1,1,25,La Dreta de l'Eixample 
1.850,110,2,3,17,L'Antiga Esquerra de l'Eixample 
2.000,100,1,2,20,L'Antiga Esquerra de l'Eixample 
1.150,60,1,1,19,L'Antiga Esquerra de l'Eixample 
1.800,87,1,3,21,El Fort Pienc 
950,65,1,2,15,La Sagrada Família 
1.079,90,2,3,12,La Sagrada Família 
1.150,61,1,3,19,Sant Antoni 
1.130,65,1,1,17,La Dreta de l'Eixample 
690,56,1,2,12,Sant Antoni 
899,69,1,2,13,La Nova Esquerra de l'Eixample 
895,77,1,3,12,L'Antiga Esquerra de l'Eixample 
2.200,171,2,3,13,La Dreta de l'Eixample 
1.000,75,1,3,13,La Sagrada Família 
1.350,74,2,2,18,La Nova Esquerra de l'Eixample 
1.100,61,1,2,18,L'Antiga Esquerra de l'Eixample 
925,79,1,2,12,L'Antiga Esquerra de l'Eixample 
1.150,82,2,2,14,La Nova Esquerra de l'Eixample 
2.300,130,2,3,18,El Fort Pienc 
3.000,140,2,3,21,La Dreta de l'Eixample 
1.370,100,2,3,14,La Nova Esquerra de l'Eixample 
2.300,175,2,2,13,La Dreta de l'Eixample 
3.490,184,3,3,19,La Dreta de l'Eixample 
900,60,1,2,15,La Dreta de l'Eixample 
1.000,70,2,4,14,Sant Antoni 
1.170,82,2,3,14,La Nova Esquerra de l'Eixample 
1.200,77,1,2,16,La Sagrada Família 
1.350,90,2,2,15,La Nova Esquerra de l'Eixample 
750,41,1,2,18,Sant Antoni 
1.400,110,2,3,13,La Sagrada Família 
1.900,100,2,2,19,La Dreta de l'Eixample 
1.200,66,1,2,18,La Nova Esquerra de l'Eixample 
2.000,105,2,3,19,La Dreta de l'Eixample 
2.300,120,2,3,19,La Dreta de l'Eixample 
1.600,93,2,3,17,El Fort Pienc 
3.100,50,1,1,62,La Dreta de l'Eixample 
890,63,1,2,14,Sant Antoni 
694,29,1,2,24,La Sagrada Família 
950,57,1,2,17,Sant Antoni 
1.600,70,1,2,23,L'Antiga Esquerra de l'Eixample 
1.600,122,2,3,13,L'Antiga Esquerra de l'Eixample 
940,50,1,2,19,L'Antiga Esquerra de l'Eixample 
1.326,53,1,1,25,La Dreta de l'Eixample 
1.450,60,1,1,24,La Dreta de l'Eixample 
1.800,124,2,2,15,La Dreta de l'Eixample 
1.550,90,2,3,17,L'Antiga Esquerra de l'Eixample 
1.850,142,2,3,13,La Dreta de l'Eixample 
1.080,66,1,2,16,L'Antiga Esquerra de l'Eixample 
1.050,110,2,4,10,El Fort Pienc 
1.100,80,1,3,14,La Sagrada Família 
842,70,1,1,12,L'Antiga Esquerra de l'Eixample 
1.100,83,1,3,13,La Dreta de l'Eixample 
1.200,76,1,3,16,La Sagrada Família 
2.900,120,2,3,24,La Dreta de l'Eixample 
850,47,1,2,18,La Nova Esquerra de l'Eixample 
1.190,56,1,1,21,L'Antiga Esquerra de l'Eixample 
1.200,73,1,2,16,La Nova Esquerra de l'Eixample 
1.700,120,2,3,14,La Dreta de l'Eixample 
1.580,120,2,4,13,La Nova Esquerra de l'Eixample 
1.400,150,2,4,9,La Nova Esquerra de l'Eixample 
1.000,61,1,1,16,La Dreta de l'Eixample 
1.100,47,1,2,23,La Sagrada Família 
950,75,2,1,13,La Sagrada Família 
700,32,1,1,22,Sant Antoni 
1.600,80,2,3,20,El Fort Pienc 
1.300,50,1,1,26,La Dreta de l'Eixample 
2.100,96,2,3,22,L'Antiga Esquerra de l'Eixample 
899,91,2,3,10,La Sagrada Família 
1.200,73,2,2,16,La Nova Esquerra de l'Eixample 
1.600,123,2,2,13,La Dreta de l'Eixample 
2.150,120,1,4,18,La Dreta de l'Eixample 
800,58,1,2,14,La Sagrada Família 
1.700,155,2,2,11,Sant Antoni 
2.980,201,2,4,15,La Dreta de l'Eixample 
1.050,100,3,4,11,El Fort Pienc 
1.744,100,2,2,17,La Dreta de l'Eixample 
4.600,250,3,5,18,La Dreta de l'Eixample 
1.150,70,1,2,16,La Sagrada Família 
2.300,195,2,6,12,La Dreta de l'Eixample 
850,59,1,3,14,Sant Antoni 
1.200,85,1,2,14,La Dreta de l'Eixample 
880,75,1,1,12,L'Antiga Esquerra de l'Eixample 
1.200,115,2,4,10,La Sagrada Família 
1.500,106,3,2,14,Sant Antoni 
2.200,121,2,2,18,La Dreta de l'Eixample 
1.300,137,1,4,9,La Dreta de l'Eixample 
830,65,1,3,13,L'Antiga Esquerra de l'Eixample 
2.000,80,2,3,25,La Dreta de l'Eixample 
1.300,75,1,2,17,La Dreta de l'Eixample 
1.800,100,2,2,18,L'Antiga Esquerra de l'Eixample 
1.200,100,2,4,12,L'Antiga Esquerra de l'Eixample 
3.300,250,2,6,13,La Nova Esquerra de l'Eixample 
975,50,2,1,20,Sant Antoni 
950,91,2,3,10,La Sagrada Família 
1.550,85,2,2,18,La Dreta de l'Eixample 
1.600,55,1,1,29,La Nova Esquerra de l'Eixample 
1.350,93,2,3,15,La Nova Esquerra de l'Eixample 
875,63,1,2,14,El Fort Pienc 
889,75,1,3,12,La Dreta de l'Eixample 
995,65,1,3,15,La Sagrada Família 
790,76,1,3,10,La Sagrada Família 
750,48,1,1,16,Sant Antoni 
1.250,60,1,2,21,La Sagrada Família 
695,30,1,1,23,La Nova Esquerra de l'Eixample 
900,65,1,2,14,La Sagrada Família 
900,70,1,3,13,La Nova Esquerra de l'Eixample 
1.100,65,1,2,17,La Sagrada Família 
700,40,1,1,18,L'Antiga Esquerra de l'Eixample 
1.250,105,2,3,12,La Nova Esquerra de l'Eixample 
911,54,1,1,17,La Sagrada Família 
1.230,85,1,4,14,La Dreta de l'Eixample 
800,61,1,4,13,L'Antiga Esquerra de l'Eixample 
2.120,92,2,3,23,L'Antiga Esquerra de l'Eixample 
2.990,157,2,3,19,La Dreta de l'Eixample 
945,72,1,3,13,Sant Antoni 
950,50,1,2,19,La Sagrada Família 
1.157,81,2,3,14,La Nova Esquerra de l'Eixample 
1.300,60,1,1,22,La Dreta de l'Eixample 
2.400,92,3,2,26,La Dreta de l'Eixample 
880,50,1,1,18,La Dreta de l'Eixample 
995,70,1,3,14,La Nova Esquerra de l'Eixample 
1.000,95,2,3,11,La Nova Esquerra de l'Eixample 
1.150,96,2,4,12,La Sagrada Família 
850,64,1,3,13,La Sagrada Família 
1.100,94,1,4,12,La Dreta de l'Eixample 
800,82,2,3,10,Sant Antoni 
2.750,250,3,5,11,L'Antiga Esquerra de l'Eixample 
3.500,136,3,3,26,L'Antiga Esquerra de l'Eixample 
1.100,86,1,3,13,La Nova Esquerra de l'Eixample 
975,70,1,2,14,La Nova Esquerra de l'Eixample 
1.699,100,2,4,17,La Nova Esquerra de l'Eixample 
1.385,95,1,2,15,La Nova Esquerra de l'Eixample 
750,50,2,1,15,L'Antiga Esquerra de l'Eixample 
800,46,1,2,17,Sant Antoni 
4.400,75,2,2,59,La Dreta de l'Eixample 
1.100,90,1,2,12,La Dreta de l'Eixample 
2.500,158,2,3,16,La Dreta de l'Eixample 
975,53,1,1,18,La Nova Esquerra de l'Eixample 
1.900,105,1,3,18,L'Antiga Esquerra de l'Eixample 
2.600,150,2,3,17,La Dreta de l'Eixample 
1.450,101,1,2,14,Sant Antoni 
1.190,72,2,2,17,L'Antiga Esquerra de l'Eixample 
1.650,100,2,3,17,L'Antiga Esquerra de l'Eixample 
650,29,1,1,22,La Nova Esquerra de l'Eixample 
1.100,70,2,3,16,La Dreta de l'Eixample 
1.350,69,1,2,20,La Dreta de l'Eixample 
1.950,85,2,2,23,La Dreta de l'Eixample 
2.000,70,1,2,29,La Dreta de l'Eixample 
1.475,110,2,3,13,L'Antiga Esquerra de l'Eixample 
2.650,150,3,4,18,La Dreta de l'Eixample 
930,75,1,3,12,L'Antiga Esquerra de l'Eixample 
1.500,106,2,2,14,Sant Antoni 
3.300,200,2,4,17,La Dreta de l'Eixample 
1.890,180,1,5,11,La Dreta de l'Eixample 
1.100,68,1,2,16,La Nova Esquerra de l'Eixample 
1.210,45,1,1,27,La Dreta de l'Eixample 
1.300,67,1,3,19,La Nova Esquerra de l'Eixample 
1.200,95,2,3,13,La Nova Esquerra de l'Eixample 
4.950,143,3,3,35,La Dreta de l'Eixample 
850,76,2,3,11,La Dreta de l'Eixample 
1.500,89,2,3,17,L'Antiga Esquerra de l'Eixample 
3.500,111,2,3,32,La Dreta de l'Eixample 
1.200,60,1,2,20,La Nova Esquerra de l'Eixample 
1.850,115,1,2,16,La Sagrada Família 
1.150,72,1,2,16,L'Antiga Esquerra de l'Eixample 
650,40,1,1,16,La Sagrada Família 
1.195,85,2,4,14,La Nova Esquerra de l'Eixample 
2.300,202,2,7,11,L'Antiga Esquerra de l'Eixample 
750,36,1,2,21,Sant Antoni 
1.350,115,2,3,12,La Nova Esquerra de l'Eixample 
935,40,1,1,23,La Nova Esquerra de l'Eixample 
3.100,150,3,6,21,La Dreta de l'Eixample 
1.700,80,2,2,21,La Dreta de l'Eixample 
890,45,1,1,20,El Fort Pienc 
1.390,70,1,2,20,L'Antiga Esquerra de l'Eixample 
3.500,120,2,2,29,La Dreta de l'Eixample 
1.200,95,2,3,13,L'Antiga Esquerra de l'Eixample 
1.650,105,2,3,16,La Nova Esquerra de l'Eixample 
900,61,1,2,15,La Dreta de l'Eixample 
1.500,147,2,3,10,La Dreta de l'Eixample 
975,88,1,3,11,La Sagrada Família 
921,40,1,1,23,L'Antiga Esquerra de l'Eixample 
1.000,54,1,1,19,La Nova Esquerra de l'Eixample 
1.135,93,1,3,12,La Nova Esquerra de l'Eixample 
1.100,69,1,2,16,La Dreta de l'Eixample 
2.600,100,2,2,26,La Dreta de l'Eixample 
1.700,95,2,2,18,La Dreta de l'Eixample 
1.200,98,2,3,12,El Fort Pienc 
1.150,83,1,3,14,Sant Antoni 
1.000,65,1,1,15,L'Antiga Esquerra de l'Eixample 
1.315,108,2,3,12,La Nova Esquerra de l'Eixample 
1.200,77,1,2,16,L'Antiga Esquerra de l'Eixample 
2.100,147,2,4,14,La Dreta de l'Eixample 
750,70,1,1,11,La Sagrada Família 
1.100,55,1,2,20,La Dreta de l'Eixample 
840,65,1,2,13,La Dreta de l'Eixample 
690,55,1,1,13,El Fort Pienc 
1.800,65,2,2,28,La Dreta de l'Eixample 
1.750,95,1,3,18,La Sagrada Família 
980,80,1,3,12,La Nova Esquerra de l'Eixample 
2.200,120,2,3,18,La Dreta de l'Eixample 
730,55,1,1,13,La Dreta de l'Eixample 
950,70,1,1,14,La Dreta de l'Eixample 
1.220,80,2,4,15,La Nova Esquerra de l'Eixample 
1.400,115,2,3,12,La Dreta de l'Eixample 
3.800,197,3,3,19,La Dreta de l'Eixample 
1.300,76,1,2,17,L'Antiga Esquerra de l'Eixample 
1.100,57,1,1,19,L'Antiga Esquerra de l'Eixample 
800,60,1,1,13,El Fort Pienc 
950,80,2,4,12,El Fort Pienc 
1.700,95,1,3,18,La Dreta de l'Eixample 
1.350,44,1,1,31,La Dreta de l'Eixample 
1.300,77,1,2,17,La Dreta de l'Eixample 
1.600,110,2,4,15,Sant Antoni 
2.100,130,2,3,16,La Dreta de l'Eixample 
1.500,96,2,2,16,La Dreta de l'Eixample 
1.750,115,2,3,15,La Dreta de l'Eixample 
1.125,91,2,4,12,La Sagrada Família 
1.812,100,2,3,18,Sant Antoni 
1.470,105,2,4,14,L'Antiga Esquerra de l'Eixample 
3.000,140,2,3,21,La Dreta de l'Eixample 
2.800,66,2,2,42,La Dreta de l'Eixample 
1.250,70,2,2,18,La Sagrada Família 
1.300,93,1,3,14,El Fort Pienc 
1.800,109,2,3,17,La Dreta de l'Eixample 
1.800,75,1,2,24,Sant Antoni 
1.100,78,1,2,14,La Nova Esquerra de l'Eixample 
1.200,76,1,2,16,La Dreta de l'Eixample 
1.300,118,2,3,11,La Dreta de l'Eixample 
1.690,90,2,3,19,L'Antiga Esquerra de l'Eixample 
690,50,1,2,14,Sant Antoni 
1.100,97,2,3,11,El Fort Pienc 
1.750,126,2,3,14,La Dreta de l'Eixample 
9.500,165,2,3,58,La Dreta de l'Eixample 
1.150,107,2,4,11,El Fort Pienc 
935,74,1,3,13,El Fort Pienc 
2.350,90,2,2,26,La Dreta de l'Eixample 
945,90,1,3,11,L'Antiga Esquerra de l'Eixample 
1.550,132,2,3,12,La Nova Esquerra de l'Eixample 
1.040,90,2,4,12,La Sagrada Família 
1.500,80,2,3,19,El Fort Pienc 
1.300,65,1,1,20,La Dreta de l'Eixample 
1.000,49,1,2,20,L'Antiga Esquerra de l'Eixample 
1.100,70,1,2,16,L'Antiga Esquerra de l'Eixample 
1.200,80,1,3,15,Sant Antoni 
1.300,60,1,2,22,L'Antiga Esquerra de l'Eixample 
1.500,88,2,3,17,La Sagrada Família 
1.200,77,1,4,16,La Nova Esquerra de l'Eixample 
1.500,85,2,3,18,El Fort Pienc 
2.000,154,2,4,13,L'Antiga Esquerra de l'Eixample 
1.150,82,2,2,14,El Fort Pienc 
1.050,100,2,3,11,La Nova Esquerra de l'Eixample 
1.150,91,2,4,13,La Nova Esquerra de l'Eixample 
950,60,1,2,16,Sant Antoni 
1.100,70,1,3,16,L'Antiga Esquerra de l'Eixample 
1.800,102,1,3,18,L'Antiga Esquerra de l'Eixample 
990,90,2,3,11,El Fort Pienc 
1.200,90,1,2,13,L'Antiga Esquerra de l'Eixample 
1.200,117,2,4,10,La Nova Esquerra de l'Eixample 
1.600,69,1,1,23,La Dreta de l'Eixample 
1.750,137,2,4,13,La Sagrada Família 
2.200,140,3,3,16,La Dreta de l'Eixample 
950,70,1,3,14,La Sagrada Família 
990,36,1,1,28,Sant Antoni 
900,55,1,2,16,La Nova Esquerra de l'Eixample 
900,62,1,3,15,La Sagrada Família 
1.430,75,1,1,19,La Dreta de l'Eixample 
860,65,1,1,13,La Dreta de l'Eixample 
650,45,1,1,14,La Dreta de l'Eixample 
850,59,1,2,14,La Sagrada Família 
800,50,1,1,16,L'Antiga Esquerra de l'Eixample 
1.100,86,1,2,13,La Nova Esquerra de l'Eixample 
1.280,72,2,2,18,La Nova Esquerra de l'Eixample 
2.445,167,1,5,15,La Dreta de l'Eixample 
2.100,100,2,2,21,La Dreta de l'Eixample 
2.675,230,3,6,12,La Dreta de l'Eixample 
1.290,95,2,3,14,La Sagrada Família 
875,70,1,3,13,L'Antiga Esquerra de l'Eixample 
3.242,60,2,2,54,La Dreta de l'Eixample 
1.800,110,2,4,16,L'Antiga Esquerra de l'Eixample 
850,80,1,1,11,La Sagrada Família 
3.500,240,3,6,15,La Dreta de l'Eixample 
940,65,1,3,14,La Nova Esquerra de l'Eixample 
2.400,200,2,5,12,La Dreta de l'Eixample 
5.850,224,4,3,26,La Dreta de l'Eixample 
2.200,80,2,3,28,La Dreta de l'Eixample 
900,75,1,2,12,El Fort Pienc 
1.100,53,2,2,21,La Dreta de l'Eixample 
1.100,35,1,2,31,La Sagrada Família 
900,60,1,1,15,La Sagrada Família 
880,70,1,3,13,La Nova Esquerra de l'Eixample 
977,63,1,2,16,La Nova Esquerra de l'Eixample 
1.350,95,2,4,14,La Dreta de l'Eixample 
1.443,113,2,3,13,La Dreta de l'Eixample 
1.780,105,2,3,17,La Dreta de l'Eixample 
750,50,1,2,15,La Nova Esquerra de l'Eixample 
1.445,110,2,3,13,L'Antiga Esquerra de l'Eixample 
1.310,113,2,4,12,L'Antiga Esquerra de l'Eixample 
1.250,91,1,4,14,El Fort Pienc 
4.000,100,2,3,40,La Dreta de l'Eixample 
2.100,133,2,4,16,La Dreta de l'Eixample 
1.300,140,2,4,9,Sant Antoni 
2.100,95,1,2,22,La Dreta de l'Eixample 
2.200,200,2,4,11,La Dreta de l'Eixample 
1.150,84,2,3,14,La Dreta de l'Eixample 
950,54,1,1,18,La Dreta de l'Eixample 
1.000,80,2,2,13,Sant Antoni 
2.000,120,1,4,17,La Dreta de l'Eixample 
2.200,71,1,2,31,L'Antiga Esquerra de l'Eixample 
1.300,95,2,3,14,L'Antiga Esquerra de l'Eixample 
1.200,100,2,3,12,L'Antiga Esquerra de l'Eixample 
2.000,130,3,4,15,La Dreta de l'Eixample 
1.095,75,1,2,15,Sant Antoni 
1.900,120,2,3,16,L'Antiga Esquerra de l'Eixample 
2.000,68,2,3,29,L'Antiga Esquerra de l'Eixample 
1.200,76,2,2,16,La Dreta de l'Eixample 
1.050,80,1,3,13,La Dreta de l'Eixample 
390,200,2,6,2,La Dreta de l'Eixample 
1.200,105,2,4,11,La Nova Esquerra de l'Eixample 
1.430,75,1,1,19,La Dreta de l'Eixample 
1.220,104,2,4,12,L'Antiga Esquerra de l'Eixample 
950,50,1,1,19,La Dreta de l'Eixample 
1.248,53,1,1,24,La Dreta de l'Eixample 
1.150,81,1,2,14,L'Antiga Esquerra de l'Eixample 
1.650,77,2,3,21,L'Antiga Esquerra de l'Eixample 
1.650,120,3,3,14,L'Antiga Esquerra de l'Eixample 
1.200,90,2,3,13,La Nova Esquerra de l'Eixample 
1.400,131,2,4,11,La Dreta de l'Eixample 
1.125,62,1,3,18,L'Antiga Esquerra de l'Eixample 
1.100,90,1,3,12,La Dreta de l'Eixample 
1.300,74,1,1,18,La Sagrada Família 
800,56,1,2,14,Sant Antoni 
880,85,1,3,10,La Sagrada Família 
2.450,110,2,3,22,La Dreta de l'Eixample 
1.100,54,1,2,20,La Nova Esquerra de l'Eixample 
1.315,80,2,2,16,L'Antiga Esquerra de l'Eixample 
900,70,1,2,13,El Fort Pienc 
1.185,95,1,2,12,Sant Antoni 
2.200,120,2,3,18,La Dreta de l'Eixample 
990,36,1,1,28,Sant Antoni 
700,50,1,3,14,La Sagrada Família 
1.500,45,1,2,33,La Dreta de l'Eixample 
1.115,101,2,4,11,L'Antiga Esquerra de l'Eixample 
1.450,101,2,3,14,L'Antiga Esquerra de l'Eixample 
950,76,1,1,13,La Sagrada Família 
1.400,115,2,3,12,L'Antiga Esquerra de l'Eixample 
790,65,1,2,12,La Nova Esquerra de l'Eixample 
1.150,60,1,2,19,La Nova Esquerra de l'Eixample 
1.050,89,2,4,12,El Fort Pienc 
1.430,55,1,1,26,La Dreta de l'Eixample 
1.100,81,1,3,14,La Dreta de l'Eixample 
3.900,160,3,3,24,La Dreta de l'Eixample 
1.200,81,2,2,15,L'Antiga Esquerra de l'Eixample 
950,57,1,1,17,La Dreta de l'Eixample 
2.800,165,2,3,17,La Dreta de l'Eixample 
1.350,85,2,3,16,La Nova Esquerra de l'Eixample 
1.850,102,2,3,18,La Dreta de l'Eixample 
1.050,75,1,1,14,La Dreta de l'Eixample 
1.350,80,2,3,17,Sant Antoni 
1.099,147,2,3,7,La Nova Esquerra de l'Eixample 
1.650,127,3,5,13,L'Antiga Esquerra de l'Eixample 
1.150,85,1,3,14,El Fort Pienc 
790,60,1,2,13,La Sagrada Família 
1.300,100,2,4,13,L'Antiga Esquerra de l'Eixample 
1.600,98,2,3,16,L'Antiga Esquerra de l'Eixample 
889,75,1,3,12,La Dreta de l'Eixample 
825,70,1,3,12,L'Antiga Esquerra de l'Eixample 
1.100,73,1,2,15,Sant Antoni 
1.300,65,1,1,20,La Dreta de l'Eixample 
1.500,95,2,3,16,La Sagrada Família 
1.200,76,1,2,16,La Dreta de l'Eixample 
1.050,70,1,1,15,La Sagrada Família 
1.300,95,2,2,14,La Dreta de l'Eixample 
990,120,2,4,8,L'Antiga Esquerra de l'Eixample 
2.600,145,2,3,18,La Nova Esquerra de l'Eixample 
950,70,1,1,14,La Dreta de l'Eixample 
1.150,73,1,4,16,El Fort Pienc 
2.200,171,2,3,13,La Dreta de l'Eixample 
950,70,1,2,14,La Sagrada Família 
1.270,80,2,3,16,La Dreta de l'Eixample 
1.590,167,2,3,10,La Nova Esquerra de l'Eixample 
800,57,1,2,14,La Nova Esquerra de l'Eixample 
1.000,61,1,3,16,La Dreta de l'Eixample 
1.150,69,2,2,17,La Sagrada Família 
1.297,100,2,3,13,L'Antiga Esquerra de l'Eixample 
1.650,150,2,4,11,L'Antiga Esquerra de l'Eixample 
1.000,89,1,3,11,L'Antiga Esquerra de l'Eixample 
