precio,superficie,baños,habitaciones,precio/metro,Barrio
1.195,94,1,3,13,Sant Pere-Santa Caterina-La Ribera 
750,45,1,2,17,El Barri Gòtic 
660,37,1,1,18,La Barceloneta 
3.000,181,4,3,17,Sant Pere-Santa Caterina-La Ribera 
1.933,82,1,2,24,El Barri Gòtic 
950,80,1,3,12,El Raval 
750,35,1,1,21,La Barceloneta 
1.500,62,2,2,24,Sant Pere-Santa Caterina-La Ribera 
900,66,1,2,14,El Barri Gòtic 
600,33,1,1,18,La Barceloneta 
850,70,1,2,12,El Barri Gòtic 
850,55,1,1,15,El Raval 
700,40,1,1,18,El Barri Gòtic 
590,30,1,1,20,El Raval 
1.000,41,1,1,24,El Barri Gòtic 
800,53,1,3,15,Sant Pere-Santa Caterina-La Ribera 
850,60,2,2,14,El Raval 
2.000,134,5,5,15,El Raval 
1.732,73,1,2,24,El Barri Gòtic 
850,66,2,3,13,El Raval 
790,65,1,3,12,Sant Pere-Santa Caterina-La Ribera 
850,68,1,2,13,El Raval 
1.300,95,2,3,14,El Barri Gòtic 
1.350,46,2,2,29,Sant Pere-Santa Caterina-La Ribera 
700,32,1,1,22,La Barceloneta 
1.000,56,1,3,18,El Raval 
1.700,95,1,2,18,Sant Pere-Santa Caterina-La Ribera 
825,50,1,2,17,El Barri Gòtic 
3.100,181,4,3,17,Sant Pere-Santa Caterina-La Ribera 
950,55,1,2,17,El Raval 
1.481,57,1,1,26,El Barri Gòtic 
700,39,1,1,18,Sant Pere-Santa Caterina-La Ribera 
600,40,1,1,15,Sant Pere-Santa Caterina-La Ribera 
1.150,90,2,2,13,El Raval 
760,38,1,1,20,Sant Pere-Santa Caterina-La Ribera 
540,24,1,1,23,El Raval 
1.063,60,1,1,18,El Barri Gòtic 
750,45,1,2,17,El Barri Gòtic 
900,35,1,1,26,El Barri Gòtic 
850,75,2,3,11,Sant Pere-Santa Caterina-La Ribera 
660,45,1,1,15,La Barceloneta 
1.500,104,2,2,14,Sant Pere-Santa Caterina-La Ribera 
595,25,1,1,24,El Barri Gòtic 
850,66,2,3,13,El Raval 
850,68,1,2,13,El Raval 
3.602,75,1,2,48,El Barri Gòtic 
700,40,1,1,18,El Barri Gòtic 
670,48,1,1,14,El Raval 
850,50,1,1,17,Sant Pere-Santa Caterina-La Ribera 
1.350,67,2,2,20,El Raval 
670,48,1,1,14,El Raval 
1.152,65,2,2,18,El Raval 
1.732,73,1,2,24,El Barri Gòtic 
870,57,1,2,15,El Barri Gòtic 
750,45,1,2,17,El Barri Gòtic 
2.228,53,1,1,42,El Barri Gòtic 
3.800,100,2,2,38,Sant Pere-Santa Caterina-La Ribera 
850,50,1,1,17,Sant Pere-Santa Caterina-La Ribera 
1.290,120,2,4,11,Sant Pere-Santa Caterina-La Ribera 
1.000,29,1,1,34,Sant Pere-Santa Caterina-La Ribera 
850,79,1,3,11,El Barri Gòtic 
1.700,120,2,2,14,El Barri Gòtic 
795,52,1,1,15,Sant Pere-Santa Caterina-La Ribera 
650,30,1,1,22,El Raval 
1.500,87,1,2,17,Sant Pere-Santa Caterina-La Ribera 
1.400,81,1,2,17,Sant Pere-Santa Caterina-La Ribera 
670,48,1,1,14,El Raval 
900,48,1,1,19,Sant Pere-Santa Caterina-La Ribera 
700,39,1,1,18,Sant Pere-Santa Caterina-La Ribera 
700,40,1,1,18,El Raval 
1.000,60,1,2,17,El Raval 
1.300,75,1,2,17,La Barceloneta 
795,52,1,1,15,Sant Pere-Santa Caterina-La Ribera 
1.790,155,2,2,12,Sant Pere-Santa Caterina-La Ribera 
650,30,1,1,22,El Raval 
690,26,1,1,27,El Barri Gòtic 
660,45,1,1,15,La Barceloneta 
1.090,50,1,1,22,El Barri Gòtic 
600,33,1,1,18,La Barceloneta 
850,88,1,4,10,El Barri Gòtic 
650,30,1,1,22,El Raval 
700,40,1,1,18,El Barri Gòtic 
1.000,60,1,2,17,El Raval 
690,26,1,1,27,El Barri Gòtic 
1.100,50,1,1,22,El Barri Gòtic 
950,79,1,1,12,La Barceloneta 
2.000,108,2,2,19,El Barri Gòtic 
800,50,1,2,16,Sant Pere-Santa Caterina-La Ribera 
900,70,1,2,13,El Raval 
850,68,1,2,13,El Raval 
700,32,1,1,22,La Barceloneta 
700,50,1,1,14,El Raval 
900,78,1,3,12,Sant Pere-Santa Caterina-La Ribera 
750,42,1,1,18,El Barri Gòtic 
950,65,2,3,15,El Barri Gòtic 
690,41,1,1,17,Sant Pere-Santa Caterina-La Ribera 
1.400,80,2,4,18,El Barri Gòtic 
850,40,1,1,21,El Barri Gòtic 
880,55,1,3,16,Sant Pere-Santa Caterina-La Ribera 
650,30,1,1,22,El Raval 
1.100,65,1,2,17,El Raval 
1.699,68,1,2,25,El Barri Gòtic 
660,45,1,1,15,La Barceloneta 
1.045,65,1,1,16,El Raval 
1.400,124,2,3,11,El Raval 
1.150,95,1,3,12,El Barri Gòtic 
968,45,1,1,22,El Barri Gòtic 
2.800,70,1,1,40,Sant Pere-Santa Caterina-La Ribera 
900,70,1,2,13,El Raval 
790,65,1,3,12,Sant Pere-Santa Caterina-La Ribera 
700,32,1,1,22,La Barceloneta 
1.000,60,1,2,17,El Raval 
860,60,1,2,14,El Raval 
3.000,90,1,1,33,Sant Pere-Santa Caterina-La Ribera 
1.000,60,1,2,17,El Raval 
990,38,1,1,26,La Barceloneta 
550,34,1,1,16,El Raval 
900,78,1,3,12,Sant Pere-Santa Caterina-La Ribera 
690,45,1,1,15,Sant Pere-Santa Caterina-La Ribera 
1.090,78,1,1,14,Sant Pere-Santa Caterina-La Ribera 
540,24,1,1,23,El Raval 
1.500,62,2,2,24,Sant Pere-Santa Caterina-La Ribera 
700,39,1,1,18,Sant Pere-Santa Caterina-La Ribera 
850,57,2,2,15,El Barri Gòtic 
900,36,1,1,25,El Barri Gòtic 
700,45,1,1,16,La Barceloneta 
1.877,73,1,2,26,El Barri Gòtic 
670,48,1,1,14,El Raval 
690,26,1,1,27,El Barri Gòtic 
1.375,100,1,2,14,El Barri Gòtic 
750,45,1,2,17,El Barri Gòtic 
1.200,60,1,1,20,Sant Pere-Santa Caterina-La Ribera 
950,55,1,1,17,El Barri Gòtic 
1.100,68,1,1,16,Sant Pere-Santa Caterina-La Ribera 
750,71,1,2,11,El Barri Gòtic 
2.502,107,2,3,23,El Barri Gòtic 
700,50,1,1,14,El Barri Gòtic 
700,40,1,1,18,El Raval 
805,63,1,1,13,Sant Pere-Santa Caterina-La Ribera 
900,70,1,2,13,El Raval 
790,65,1,3,12,Sant Pere-Santa Caterina-La Ribera 
700,50,1,1,14,El Barri Gòtic 
900,75,1,2,12,El Raval 
800,50,1,2,16,El Raval 
900,73,2,2,12,Sant Pere-Santa Caterina-La Ribera 
795,52,1,1,15,Sant Pere-Santa Caterina-La Ribera 
1.400,70,1,1,20,Sant Pere-Santa Caterina-La Ribera 
800,70,1,2,11,El Raval 
600,24,1,1,25,El Barri Gòtic 
540,24,1,1,23,El Raval 
950,80,1,3,12,El Raval 
670,48,1,1,14,El Raval 
1.450,80,2,2,18,El Barri Gòtic 
600,33,1,1,18,La Barceloneta 
650,30,1,1,22,La Barceloneta 
1.200,75,1,3,16,El Barri Gòtic 
660,45,1,1,15,La Barceloneta 
1.200,60,1,2,20,El Barri Gòtic 
2.400,122,2,2,20,Sant Pere-Santa Caterina-La Ribera 
650,35,1,1,19,La Barceloneta 
1.200,42,1,1,29,Sant Pere-Santa Caterina-La Ribera 
790,65,1,3,12,Sant Pere-Santa Caterina-La Ribera 
1.650,104,2,2,16,El Barri Gòtic 
900,80,1,2,11,El Barri Gòtic 
900,78,1,3,12,Sant Pere-Santa Caterina-La Ribera 
900,78,1,3,12,Sant Pere-Santa Caterina-La Ribera 
1.100,70,1,2,16,El Raval 
1.200,60,1,2,20,El Barri Gòtic 
1.500,62,2,2,24,Sant Pere-Santa Caterina-La Ribera 
700,50,1,1,14,El Barri Gòtic 
1.080,116,2,2,9,El Raval 
1.350,60,2,2,23,Sant Pere-Santa Caterina-La Ribera 
790,65,1,3,12,El Raval 
1.190,64,1,2,19,El Barri Gòtic 
825,44,1,1,19,El Barri Gòtic 
1.200,150,2,4,8,El Barri Gòtic 
1.500,62,2,2,24,Sant Pere-Santa Caterina-La Ribera 
649,37,1,1,18,El Raval 
1.100,50,1,1,22,El Barri Gòtic 
720,50,1,1,14,La Barceloneta 
1.050,77,1,2,14,El Raval 
1.500,110,2,2,14,El Barri Gòtic 
925,62,1,2,15,El Raval 
880,55,1,3,16,Sant Pere-Santa Caterina-La Ribera 
1.500,62,2,2,24,Sant Pere-Santa Caterina-La Ribera 
900,70,1,2,13,El Raval 
850,66,2,3,13,El Raval 
700,39,1,1,18,Sant Pere-Santa Caterina-La Ribera 
1.450,112,2,5,13,El Raval 
1.350,112,2,5,12,El Raval 
890,87,2,2,10,El Raval 
700,40,1,1,18,El Barri Gòtic 
800,53,1,3,15,Sant Pere-Santa Caterina-La Ribera 
690,50,1,2,14,El Barri Gòtic 
900,78,1,3,12,Sant Pere-Santa Caterina-La Ribera 
900,70,1,2,13,El Raval 
800,53,1,3,15,Sant Pere-Santa Caterina-La Ribera 
1.500,62,2,2,24,Sant Pere-Santa Caterina-La Ribera 
1.300,91,1,3,14,Sant Pere-Santa Caterina-La Ribera 
540,24,1,1,23,El Raval 
790,65,1,3,12,Sant Pere-Santa Caterina-La Ribera 
1.100,75,2,2,15,Sant Pere-Santa Caterina-La Ribera 
1.490,78,2,2,19,El Barri Gòtic 
800,65,1,2,12,Sant Pere-Santa Caterina-La Ribera 
600,31,1,1,19,La Barceloneta 
690,26,1,1,27,El Barri Gòtic 
600,40,1,1,15,La Barceloneta 
3.400,190,2,4,18,Sant Pere-Santa Caterina-La Ribera 
900,65,1,2,14,El Barri Gòtic 
1.100,70,1,1,16,Sant Pere-Santa Caterina-La Ribera 
850,47,1,1,18,El Raval 
640,30,1,1,21,El Barri Gòtic 
1.000,65,2,2,15,El Barri Gòtic 
600,33,1,1,18,La Barceloneta 
2.500,80,1,1,31,Sant Pere-Santa Caterina-La Ribera 
670,48,1,1,14,El Raval 
1.000,51,1,1,20,El Barri Gòtic 
690,26,1,1,27,El Barri Gòtic 
1.050,52,1,1,20,El Raval 
850,65,2,2,13,El Raval 
1.600,130,2,3,12,Sant Pere-Santa Caterina-La Ribera 
725,46,1,1,16,El Raval 
950,80,1,3,12,El Raval 
1.600,80,2,2,20,Sant Pere-Santa Caterina-La Ribera 
675,39,1,1,17,Sant Pere-Santa Caterina-La Ribera 
1.100,50,1,1,22,El Barri Gòtic 
650,30,1,1,22,El Raval 
1.195,94,1,3,13,Sant Pere-Santa Caterina-La Ribera 
950,80,1,3,12,El Raval 
850,56,1,3,15,Sant Pere-Santa Caterina-La Ribera 
670,40,1,2,17,El Raval 
950,80,1,3,12,El Raval 
1.800,106,2,3,17,Sant Pere-Santa Caterina-La Ribera 
2.900,70,1,1,41,Sant Pere-Santa Caterina-La Ribera 
795,52,1,1,15,Sant Pere-Santa Caterina-La Ribera 
900,65,1,1,14,El Raval 
1.050,70,1,3,15,Sant Pere-Santa Caterina-La Ribera 
700,30,1,1,23,La Barceloneta 
650,30,1,1,22,El Raval 
700,39,1,1,18,Sant Pere-Santa Caterina-La Ribera 
1.200,87,2,3,14,El Barri Gòtic 
984,67,1,3,15,El Barri Gòtic 
900,73,2,2,12,Sant Pere-Santa Caterina-La Ribera 
1.250,79,1,2,16,El Barri Gòtic 
2.500,106,2,2,24,Sant Pere-Santa Caterina-La Ribera 
700,50,1,1,14,El Barri Gòtic 
2.150,167,3,4,13,El Barri Gòtic 
880,55,1,3,16,Sant Pere-Santa Caterina-La Ribera 
1.100,70,1,2,16,El Raval 
950,77,2,2,12,Sant Pere-Santa Caterina-La Ribera 
650,30,1,1,22,El Raval 
540,24,1,1,23,El Raval 
1.600,100,2,2,16,El Raval 
850,70,1,2,12,El Raval 
700,70,1,1,10,El Raval 
1.100,76,1,2,14,El Raval 
950,62,1,2,15,El Barri Gòtic 
1.300,72,1,2,18,El Barri Gòtic 
2.100,130,2,3,16,El Barri Gòtic 
1.300,75,1,1,17,El Barri Gòtic 
670,48,1,1,14,El Raval 
750,55,2,1,14,Sant Pere-Santa Caterina-La Ribera 
825,85,1,2,10,El Barri Gòtic 
1.050,110,2,3,10,El Barri Gòtic 
1.150,81,1,3,14,La Barceloneta 
1.366,57,1,1,24,El Barri Gòtic 
875,85,1,3,10,El Barri Gòtic 
950,62,1,1,15,Sant Pere-Santa Caterina-La Ribera 
880,55,1,3,16,Sant Pere-Santa Caterina-La Ribera 
680,60,1,2,11,El Raval 
2.500,196,1,2,13,El Raval 
660,45,1,1,15,La Barceloneta 
850,37,1,1,23,La Barceloneta 
1.290,120,2,3,11,El Barri Gòtic 
1.200,55,1,2,22,El Barri Gòtic 
5.000,105,2,2,48,El Barri Gòtic 
600,38,1,1,16,El Raval 
800,53,1,3,15,Sant Pere-Santa Caterina-La Ribera 
690,46,1,1,15,Sant Pere-Santa Caterina-La Ribera 
750,45,1,2,17,El Barri Gòtic 
540,24,1,1,23,El Raval 
1.200,72,1,2,17,El Raval 
1.732,73,1,2,24,El Barri Gòtic 
750,61,1,3,12,El Raval 
1.393,125,2,3,11,El Barri Gòtic 
1.296,110,1,1,12,El Barri Gòtic 
980,60,1,3,16,La Barceloneta 
850,75,1,1,11,El Raval 
1.100,47,1,1,23,El Barri Gòtic 
1.600,173,2,3,9,El Barri Gòtic 
900,70,2,2,13,El Raval 
1.836,68,1,2,27,El Barri Gòtic 
900,73,2,2,12,Sant Pere-Santa Caterina-La Ribera 
800,80,1,4,10,El Raval 
850,66,2,3,13,El Raval 
1.600,103,1,2,16,El Barri Gòtic 
1.569,68,1,2,23,El Barri Gòtic 
6.800,250,5,5,27,El Barri Gòtic 
1.950,110,1,3,18,Sant Pere-Santa Caterina-La Ribera 
880,55,1,3,16,Sant Pere-Santa Caterina-La Ribera 
1.100,70,1,2,16,El Raval 
590,36,1,1,16,La Barceloneta 
1.000,81,1,3,12,El Barri Gòtic 
1.364,135,1,3,10,El Raval 
890,62,1,1,14,Sant Pere-Santa Caterina-La Ribera 
900,78,1,3,12,Sant Pere-Santa Caterina-La Ribera 
660,45,1,1,15,La Barceloneta 
850,73,2,1,12,Sant Pere-Santa Caterina-La Ribera 
850,54,1,3,16,El Raval 
540,24,1,1,23,El Raval 
700,40,1,1,18,El Barri Gòtic 
1.550,75,1,1,21,El Barri Gòtic 
2.100,84,2,2,25,El Barri Gòtic 
660,45,1,1,15,La Barceloneta 
1.600,80,1,1,20,El Barri Gòtic 
1.100,50,1,1,22,El Barri Gòtic 
950,80,1,3,12,El Raval 
2.000,90,2,3,22,El Barri Gòtic 
1.000,90,2,2,11,El Barri Gòtic 
950,45,1,1,21,El Raval 
660,45,1,1,15,La Barceloneta 
1.400,40,1,1,35,El Raval 
800,52,1,2,15,Sant Pere-Santa Caterina-La Ribera 
1.199,75,1,3,16,La Barceloneta 
1.000,65,2,2,15,El Raval 
690,26,1,1,27,El Barri Gòtic 
670,48,1,1,14,El Raval 
790,82,1,2,10,Sant Pere-Santa Caterina-La Ribera 
1.100,89,1,3,12,El Barri Gòtic 
720,48,1,1,15,El Raval 
1.390,89,1,3,16,El Raval 
650,40,1,1,16,La Barceloneta 
1.650,130,2,2,13,El Raval 
1.000,60,1,2,17,El Raval 
1.450,101,2,2,14,La Barceloneta 
750,45,1,2,17,El Barri Gòtic 
950,80,1,3,12,El Raval 
1.100,70,1,2,16,El Raval 
1.100,65,1,2,17,El Barri Gòtic 
1.285,57,1,1,23,El Barri Gòtic 
890,65,1,2,14,Sant Pere-Santa Caterina-La Ribera 
750,55,1,1,14,El Raval 
2.200,90,2,2,24,El Barri Gòtic 
2.980,118,2,2,25,La Barceloneta 
1.000,75,1,4,13,Sant Pere-Santa Caterina-La Ribera 
1.000,97,1,1,10,El Raval 
685,50,1,2,14,El Raval 
700,35,1,1,20,El Raval 
1.190,109,2,4,11,El Raval 
800,45,1,1,18,Sant Pere-Santa Caterina-La Ribera 
1.100,109,2,4,10,El Raval 
795,52,1,1,15,Sant Pere-Santa Caterina-La Ribera 
750,45,1,2,17,La Barceloneta 
900,73,2,2,12,Sant Pere-Santa Caterina-La Ribera 
600,34,1,1,18,El Raval 
1.450,95,2,2,15,El Barri Gòtic 
1.300,116,2,3,11,El Barri Gòtic 
990,80,1,3,12,Sant Pere-Santa Caterina-La Ribera 
700,50,1,1,14,El Barri Gòtic 
750,45,1,1,17,El Raval 
690,41,1,1,17,Sant Pere-Santa Caterina-La Ribera 
750,45,1,2,17,El Barri Gòtic 
900,70,2,3,13,El Raval 
725,50,1,1,15,El Raval 
1.600,90,2,2,18,El Barri Gòtic 
900,70,1,2,13,El Raval 
700,55,1,1,13,El Raval 
700,50,1,1,14,El Barri Gòtic 
750,45,1,2,17,El Barri Gòtic 
2.900,115,2,2,25,El Barri Gòtic 
760,38,1,1,20,La Barceloneta 
700,32,1,1,22,La Barceloneta 
600,33,1,1,18,La Barceloneta 
690,26,1,1,27,El Barri Gòtic 
795,52,1,1,15,Sant Pere-Santa Caterina-La Ribera 
1.550,80,2,2,19,Sant Pere-Santa Caterina-La Ribera 
1.025,92,1,3,11,El Barri Gòtic 
1.100,65,1,2,17,El Raval 
750,50,1,3,15,El Raval 
670,48,1,1,14,El Raval 
1.732,73,1,2,24,El Barri Gòtic 
1.195,94,1,3,13,Sant Pere-Santa Caterina-La Ribera 
840,55,1,2,15,El Barri Gòtic 
3.500,220,3,5,16,El Raval 
880,55,1,3,16,Sant Pere-Santa Caterina-La Ribera 
750,32,1,1,23,El Barri Gòtic 
750,45,1,2,17,El Barri Gòtic 
1.100,56,1,2,20,El Raval 
1.050,52,1,1,20,El Raval 
1.000,63,1,2,16,El Barri Gòtic 
725,70,2,1,10,El Barri Gòtic 
1.600,85,1,2,19,Sant Pere-Santa Caterina-La Ribera 
800,51,1,1,16,El Barri Gòtic 
750,45,1,2,17,El Barri Gòtic 
700,32,1,1,22,La Barceloneta 
650,35,1,1,19,La Barceloneta 
650,39,1,1,17,El Raval 
1.200,48,1,1,25,El Barri Gòtic 
1.100,75,1,3,15,El Barri Gòtic 
670,40,1,2,17,El Raval 
700,39,1,1,18,Sant Pere-Santa Caterina-La Ribera 
950,87,2,2,11,El Raval 
1.850,142,2,3,13,El Raval 
3.000,75,2,2,40,El Barri Gòtic 
550,24,1,1,23,Sant Pere-Santa Caterina-La Ribera 
1.077,72,1,1,15,Sant Pere-Santa Caterina-La Ribera 
1.100,70,1,2,16,El Raval 
1.549,57,1,1,27,El Barri Gòtic 
1.300,70,1,1,19,El Barri Gòtic 
1.000,60,1,2,17,El Raval 
1.050,70,1,1,15,Sant Pere-Santa Caterina-La Ribera 
700,40,1,1,18,El Barri Gòtic 
950,80,1,3,12,El Raval 
890,60,2,2,15,El Barri Gòtic 
790,65,1,3,12,Sant Pere-Santa Caterina-La Ribera 
