precio,superficie,baños,habitaciones,precio/metro,Barrio
1.100,50,1,1,22,La Vila Olímpica del Poblenou 
1.500,80,2,2,19,Diagonal Mar-El Front Marítim del Poblenou 
1.250,60,2,1,21,La Vila Olímpica del Poblenou 
2.200,125,2,4,18,El Poblenou 
950,86,1,1,11,El Camp de l'Arpa del Clot 
2.400,120,2,3,20,Provençals del Poblenou 
950,75,1,3,13,El Parc-La Llacuna del Poblenou 
1.375,108,2,4,13,El Poblenou 
4.500,100,2,2,45,El Poblenou 
1.200,105,2,3,11,Provençals del Poblenou 
3.900,146,2,3,27,Diagonal Mar-El Front Marítim del Poblenou 
950,50,1,1,19,El Parc-La Llacuna del Poblenou 
1.600,151,2,3,11,La Vila Olímpica del Poblenou 
1.200,90,1,2,13,El Poblenou 
1.280,70,1,3,18,Diagonal Mar-El Front Marítim del Poblenou 
995,85,1,3,12,El Besòs-El Maresme 
1.460,77,2,3,19,Diagonal Mar-El Front Marítim del Poblenou 
900,80,1,3,11,Provençals del Poblenou 
950,81,2,3,12,El Camp de l'Arpa del Clot 
1.200,92,1,4,13,Diagonal Mar-El Front Marítim del Poblenou 
800,60,1,3,13,La Verneda-La Pau 
1.800,89,1,2,20,Diagonal Mar-El Front Marítim del Poblenou 
2.650,104,2,2,25,El Poblenou 
3.900,113,2,3,35,Diagonal Mar-El Front Marítim del Poblenou 
1.100,84,1,2,13,Diagonal Mar-El Front Marítim del Poblenou 
1.500,91,2,3,16,Diagonal Mar-El Front Marítim del Poblenou 
1.100,96,2,2,11,Provençals del Poblenou 
1.150,80,2,2,14,El Besòs-El Maresme 
